player_match_stat_id;match_id;team_id;player_id;is_starting;was_substituted_in;was_substituted_out;minute_in;minute_out;minutes_played;goals;own_goals;assists;yellow_cards;yellow_red_cards;red_cards;clean_sheet;shirt_number;position;created_at;updated_at
27148;244;15;1138;0;1;0;33;90;57;1;0;0;0;0;0;0;9;;2026-08-29 09:22:36;2026-08-29 09:22:36
27149;244;15;1016;0;1;0;79;90;11;0;0;0;0;0;0;0;16;;2026-08-29 09:22:36;2026-08-29 09:22:36
27150;244;15;1017;0;1;0;79;90;11;0;0;0;0;0;0;0;17;;2026-08-29 09:22:36;2026-08-29 09:22:36
27151;244;15;1232;0;1;0;79;90;11;0;0;0;0;0;0;0;18;;2026-08-29 09:22:36;2026-08-29 09:22:36
27152;244;15;1018;0;0;0;;;0;0;0;0;0;0;0;0;20;;2026-08-29 09:22:36;2026-08-29 09:22:36
27153;244;15;1021;0;0;0;;;0;0;0;0;0;0;0;0;28;;2026-08-29 09:22:36;2026-08-29 09:22:36
27174;244;15;1044;0;0;1;;;0;0;0;0;0;0;0;0;;;2026-08-29 09:22:36;2026-08-29 09:22:36
27495;253;15;1006;1;0;0;0;90;90;0;0;0;0;0;0;0;3;;2026-08-29 09:22:36;2026-08-29 09:22:36
27496;253;15;1007;1;0;0;0;90;90;0;0;0;0;0;0;0;4;;2026-08-29 09:22:36;2026-08-29 09:22:36
27497;253;15;1008;1;0;1;0;46;46;0;0;0;0;0;0;0;5;;2026-08-29 09:22:36;2026-08-29 09:22:36
27498;253;15;1009;1;0;0;0;90;90;0;0;0;0;0;0;0;6;;2026-08-29 09:22:36;2026-08-29 09:22:36
27499;253;15;1011;1;0;1;0;46;46;0;0;0;0;0;0;0;11;;2026-08-29 09:22:36;2026-08-29 09:22:36
27500;253;15;1012;1;0;0;0;90;90;0;0;0;0;0;0;0;19;;2026-08-29 09:22:36;2026-08-29 09:22:36
27501;253;15;1019;1;0;1;0;67;67;0;0;0;0;0;0;0;21;;2026-08-29 09:22:36;2026-08-29 09:22:36
27502;253;15;1013;1;0;0;0;90;90;0;0;0;0;0;0;0;22;;2026-08-29 09:22:36;2026-08-29 09:22:36
27503;253;15;1020;1;0;0;0;90;90;0;0;0;0;0;0;0;23;;2026-08-29 09:22:36;2026-08-29 09:22:36
27504;253;15;1014;1;0;1;0;46;46;0;0;0;0;0;0;0;30;;2026-08-29 09:22:36;2026-08-29 09:22:36
27505;253;15;1004;1;0;0;0;90;90;0;0;0;0;0;0;0;41;Torwart;2026-08-29 09:22:36;2026-08-29 09:22:36
27506;253;15;1015;0;0;0;;;0;0;0;0;0;0;0;0;1;Torwart;2026-08-29 09:22:36;2026-08-29 09:22:36
27507;253;15;1005;0;1;0;67;90;23;0;0;0;0;0;0;0;2;;2026-08-29 09:22:36;2026-08-29 09:22:36
27508;253;15;1138;0;1;0;46;90;44;1;0;0;0;0;0;0;9;;2026-08-29 09:22:36;2026-08-29 09:22:36
27509;253;15;1016;0;1;0;46;90;44;0;0;0;0;0;0;0;16;;2026-08-29 09:22:36;2026-08-29 09:22:36
27510;253;15;1017;0;1;0;46;90;44;0;0;0;0;0;0;0;17;;2026-08-29 09:22:36;2026-08-29 09:22:36
27511;253;15;1232;0;1;0;78;90;12;0;0;0;0;0;0;0;18;;2026-08-29 09:22:36;2026-08-29 09:22:36
27512;253;15;1018;0;0;0;;;0;0;0;0;0;0;0;0;20;;2026-08-29 09:22:36;2026-08-29 09:22:36
27513;253;15;1197;0;0;0;;;0;0;0;0;0;0;0;0;27;;2026-08-29 09:22:36;2026-08-29 09:22:36
27514;253;15;1021;0;0;0;;;0;0;0;0;0;0;0;0;28;;2026-08-29 09:22:36;2026-08-29 09:22:36
27537;253;15;1047;0;0;1;;;0;0;0;0;0;0;0;0;;;2026-08-29 09:22:36;2026-08-29 09:22:36
27887;262;15;1005;1;0;1;0;90;90;0;0;0;0;0;0;0;2;;2026-08-29 09:22:36;2026-08-29 09:22:36
27888;262;15;1006;1;0;0;0;90;90;0;0;0;0;0;0;0;3;;2026-08-29 09:22:36;2026-08-29 09:22:36
27889;262;15;1007;1;0;0;0;90;90;0;0;0;0;0;0;0;4;;2026-08-29 09:22:36;2026-08-29 09:22:36
27890;262;15;1009;1;0;0;0;90;90;0;0;0;0;0;0;0;6;;2026-08-29 09:22:36;2026-08-29 09:22:36
27891;262;15;1138;1;0;1;0;70;70;0;0;0;0;0;0;0;9;;2026-08-29 09:22:36;2026-08-29 09:22:36
27892;262;15;1011;1;0;1;0;70;70;1;0;0;0;0;0;0;11;;2026-08-29 09:22:36;2026-08-29 09:22:36
27893;262;15;1016;1;0;1;0;70;70;0;0;0;0;0;0;0;16;;2026-08-29 09:22:36;2026-08-29 09:22:36
27894;262;15;1017;1;0;1;0;63;63;0;0;0;0;0;0;0;17;;2026-08-29 09:22:36;2026-08-29 09:22:36
27895;262;15;1012;1;0;0;0;90;90;0;0;0;0;0;0;0;19;;2026-08-29 09:22:36;2026-08-29 09:22:36
27896;262;15;1013;1;0;0;0;90;90;0;0;0;0;0;0;0;22;;2026-08-29 09:22:36;2026-08-29 09:22:36
27897;262;15;1004;1;0;0;0;90;90;0;0;0;0;0;0;0;41;Torwart;2026-08-29 09:22:36;2026-08-29 09:22:36
27898;262;15;1015;0;0;0;;;0;0;0;0;0;0;0;0;1;Torwart;2026-08-29 09:22:36;2026-08-29 09:22:36
27899;262;15;1008;0;0;0;;;0;0;0;0;0;0;0;0;5;;2026-08-29 09:22:36;2026-08-29 09:22:36
27900;262;15;1232;0;1;0;70;90;20;0;0;0;0;0;0;0;18;;2026-08-29 09:22:36;2026-08-29 09:22:36
27901;262;15;1018;0;0;0;;;0;0;0;0;0;0;0;0;20;;2026-08-29 09:22:36;2026-08-29 09:22:36
27902;262;15;1019;0;1;0;70;90;20;0;0;0;0;0;0;0;21;;2026-08-29 09:22:36;2026-08-29 09:22:36
27903;262;15;1020;0;0;0;;;0;0;0;0;0;0;0;0;23;;2026-08-29 09:22:36;2026-08-29 09:22:36
27904;262;15;1197;0;0;0;;;0;0;0;0;0;0;0;0;27;;2026-08-29 09:22:36;2026-08-29 09:22:36
27905;262;15;1021;0;0;0;;;0;0;0;0;0;0;0;0;28;;2026-08-29 09:22:36;2026-08-29 09:22:36
