competition_id;league_id;season_id;name;active;external_id;schedule_url;last_schedule_sync;season_name;season_start_date;season_end_date;league_name;league_level
173;172;2;Kreisliga B11;1;;;;2026/27;2026-07-01;2027-06-30;Kreisliga B11;1
