competition_id;league_id;season_id;name;active;external_id;schedule_url;last_schedule_sync;season_name;season_start_date;season_end_date;league_name;league_level
1;1;1;Kreisliga A7;1;;;;2025/26;2025-07-01;2026-06-30;Kreisliga A7;1
